"X","County","State","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
NA,"St. Johns","Florida","MOULTRIE CREEK NURSING AND REHAB CENTER","NH","9/8/2020",0,8,1
NA,"St. Johns","Florida","PONCE THERAPY CARE CENTER, THE","NH","9/8/2020",0,0,3
NA,"St. Johns","Florida","SYMPHONY AT ST AUGUSTINE","ALF","9/8/2020",0,0,3
NA,"St. Johns","Florida","SILVER CREEK  ST AUGUSTINE LLC","ALF","9/8/2020",0,4,1
NA,"St. Johns","Florida","SILVER TREASURES AT ST AUGUSTINE","ALF","9/8/2020",0,0,1
NA,"St. Johns","Florida","ST AUGUSTINE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,9,1
NA,"St. Johns","Florida","WESTMINSTER WOODS ON JULINGTON CREEK","ALF","9/8/2020",0,2,0
NA,"St. Lucie","Florida","EMERALD HEALTH CARE CENTER","NH","9/8/2020",20,8,8
NA,"St. Lucie","Florida","FORT PIERCE HEALTH CARE","NH","9/8/2020",0,22,4
NA,"St. Lucie","Florida","LIFE CARE CENTER OF PORT ST. LUCIE","NH","9/8/2020",0,18,20
NA,"St. Lucie","Florida","PALM GARDEN OF PORT ST. LUCIE","NH","9/8/2020",3,7,2
NA,"St. Lucie","Florida","SANDGATE GARDENS REHAB AND NURSING CENTER","NH","9/7/2020",0,4,1
NA,"St. Lucie","Florida","LAKE FOREST PARK","ALF","9/6/2020",7,3,2
NA,"St. Lucie","Florida","THE BROADMOOR ALF","ALF","9/8/2020",0,12,0
NA,"St. Lucie","Florida","TIFFANY HALL NURSING AND REHAB CENTER","NH","9/8/2020",0,14,25
NA,"St. Lucie","Florida","WATERCREST OF ST LUCIE WEST ASSISTED LIVING AND MEMORY CARE","ALF","9/8/2020",0,2,4
NA,"St. Lucie","Florida","THE BRENNITY AT TRADITION","ALF","9/8/2020",0,0,1
NA,"St. Lucie","Florida","ABBIEJEAN RUSSELL CARE CENTER LLC","NH","9/8/2020",0,0,2
NA,"St. Lucie","Florida","ATRIA PORT ST LUCIE","ALF","9/8/2020",0,1,0
NA,"Sumter","Florida","SUMTER PLACE IN THE VILLAGES","ALF","9/2/2020",0,0,1
NA,"Sumter","Florida","TRINITY SPRINGS","ALF","9/8/2020",0,0,2
NA,"Sumter","Florida","CYPRESS CARE CENTER","NH","9/8/2020",15,14,0
NA,"Sumter","Florida","HARBORCHASE OF VILLAGES CROSSING","ALF","8/21/2020",0,1,2
NA,"Sumter","Florida","MISSION OAKS","ALF","9/8/2020",0,0,2
NA,"Suwannee","Florida","GOOD SAMARITAN CENTER","NH","9/8/2020",0,11,1
NA,"Suwannee","Florida","SUWANNEE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,20,1
NA,"Taylor","Florida","MARSHALL HEALTH AND REHABILITATION CENTER","NH","9/8/2020",1,3,15
NA,"Volusia","Florida","ALLIANCE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,0,3
NA,"Volusia","Florida","BROOKDALE DELAND","ALF","9/8/2020",1,0,0
NA,"Volusia","Florida","ATRIA ORANGE CITY","ALF","9/8/2020",1,1,1
NA,"Volusia","Florida","AVANTE AT ORMOND BEACH, INC","NH","9/8/2020",14,21,0
NA,"Volusia","Florida","BISHOPS GLEN RETIREMENT CENTER","NH","9/7/2020",0,1,1
NA,"Volusia","Florida","COASTAL HEALTH AND REHABILITATION CENTER","NH","9/8/2020",3,5,1
NA,"Volusia","Florida","COQUINA CENTER","NH","9/8/2020",0,41,14
NA,"Volusia","Florida","DAYTONA BEACH HEALTH AND REHABILITATION CENTER","NH","9/8/2020",16,3,1
NA,"Volusia","Florida","DEBARY HEALTH AND REHABILITATION CENTER","NH","9/7/2020",5,0,1
NA,"Volusia","Florida","DELTONA HEALTH CARE","NH","9/8/2020",11,2,0
NA,"Volusia","Florida","EMORY L BENNETT MEMORIAL VETERANS NURSING HOME","NH","9/8/2020",0,22,2
NA,"Volusia","Florida","EVERGREEN ALF","ALF","7/28/2020",1,1,0
NA,"Volusia","Florida","GARDENS HEALTH & REHABILITATION CENTER, THE","NH","9/8/2020",0,1,2
NA,"Volusia","Florida","GOLD CHOICE ORMOND BEACH","ALF","9/8/2020",0,4,0
NA,"Volusia","Florida","GOOD SAMARITAN SOCIETY-DAYTONA","NH","9/8/2020",0,1,0
NA,"Volusia","Florida","GOOD SAMARITAN SOCIETY-FLORIDA LUTHERAN","NH","9/8/2020",11,0,3
NA,"Volusia","Florida","GRAND VILLA OF ORMOND BEACH","ALF","9/8/2020",0,0,2
NA,"Volusia","Florida","GROVES AT ALLIANCE COMMUNITY (THE)","ALF","9/8/2020",0,2,0
NA,"Volusia","Florida","INDIGO PALMS","ALF","9/6/2020",12,0,0
NA,"Volusia","Florida","JOHN KNOX VILLAGE OF CENTRAL FLORIDA, INC.","ALF","9/8/2020",0,0,1
NA,"Volusia","Florida","MAGNOLIA MANOR AT DAYTONA BEACH, LLC","ALF","9/8/2020",0,0,2
NA,"Volusia","Florida","MAJESTIC OAKS","NH","9/8/2020",0,0,1
NA,"Volusia","Florida","OAKTREE HEALTHCARE","NH","9/8/2020",18,7,7
NA,"Volusia","Florida","OCEAN VIEW NURSING & REHABILITATION CENTER, LLC","NH","9/8/2020",0,12,25
NA,"Volusia","Florida","PARKSIDE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,1,6
NA,"Volusia","Florida","RIDGECREST NURSING AND REHABILITATION CENTER","NH","9/8/2020",0,11,1
NA,"Volusia","Florida","RIVIERA ASSISTED LIVING RESIDENCES","ALF","9/8/2020",0,1,0
NA,"Volusia","Florida","SANDALWOOD REHABILITATION AND NURSING CENTER","NH","9/3/2020",0,0,2
NA,"Volusia","Florida","SAVANNAH COURT OF ORANGE CITY","ALF","9/8/2020",0,1,0
NA,"Volusia","Florida","SEASIDE HEALTH AND REHABILITATION CENTER","NH","9/8/2020",0,0,8
NA,"Volusia","Florida","SELAH LIVING LLC","ALF","9/8/2020",0,0,2
NA,"Volusia","Florida","SELAH LIVING, LLC","ALF","9/8/2020",0,0,2
NA,"Volusia","Florida","SIGNATURE HEALTHCARE OF ORMOND","NH","9/7/2020",0,0,5
NA,"Volusia","Florida","SUMMERHAVEN ASSISTED LIVING, LLC","ALF","9/8/2020",1,0,2
NA,"Volusia","Florida","UNIVERSITY EAST REHABILITATION CENTER","NH","9/8/2020",0,0,8
NA,"Volusia","Florida","UNIVERSITY WEST REHABILITATION CENTER","NH","9/8/2020",9,0,0
NA,"Volusia","Florida","VILLA HEALTH & REHABILITATION CENTER","NH","9/8/2020",0,1,32
NA,"Volusia","Florida","WOODLAND TOWERS","ALF","9/7/2020",0,0,1
NA,"Volusia","Florida","BROOKDALE ORMOND BEACH","ALF","9/8/2020",0,0,2
NA,"Volusia","Florida","BROOKDALE ORMOND BEACH WEST","ALF","9/8/2020",0,1,0
NA,"Volusia","Florida","CARING HEARTS ASSISTED LIVING","ALF","9/8/2020",0,0,1
NA,"Wakulla","Florida","EDEN SPRINGS NURSING AND REHAB CENTER","NH","9/8/2020",0,0,2
NA,"Walton","Florida","STANLEY HOUSE","ALF","9/8/2020",0,1,0
NA,"Walton","Florida","BROOKDALE DESTIN","ALF","9/6/2020",0,0,9
NA,"Walton","Florida","CHAUTAUQUA REHABILITATION AND NURSING CENTER","NH","9/8/2020",15,0,0
